Author,Papers,Degree,Betweenness,Eigenvector,PageRank,Community
A6-4,5,0.014267185473411154,9.601293647986254e-05,1.729962507333851e-11,0.0053308222598786635,95
Wang,4,0.006485084306095979,3.0319874677851333e-05,9.337373014765914e-39,0.0048159273164278425,106
A8-5,4,0.011673151750972763,3.5373187124159885e-05,1.620664611850226e-11,0.004442526845524004,95
P3-15,4,0.010376134889753566,5.3901999427291256e-05,5.125278729356719e-19,0.004441496689973853,169
P6-3,3,0.006485084306095979,2.6950999713645628e-05,1.745690366234076e-36,0.004107108123566145,117
P8-26,3,0.0038910505836575876,1.0106624892617111e-05,2.115310003367532e-49,0.0039104755965280735,71
E8-2,3,0.005188067444876783,1.6844374821028517e-05,6.631425428605002e-41,0.003882736227325319,61
P10-2,3,0.005188067444876783,1.6844374821028517e-05,6.631425428605002e-41,0.003882736227325319,28
P1-19,3,0.006485084306095979,2.3582124749439923e-05,1.4886099481607032e-31,0.0037233263415829797,305
A8-6,3,0.012970168612191958,7.748412417673119e-05,0.0006613269243941525,0.0036347328347514415,25
P8-17,3,0.00907911802853437,4.126871831151987e-05,1.9755648109904842e-17,0.00362137429983964,336
P7-23,2,0.007782101167315175,6.0639749355702666e-05,5.080816824989632e-26,0.003381264339059169,118
P7-14,3,0.006485084306095979,1.0106624892617111e-05,1.4535133503887852e-27,0.003363074999073479,127
D11-1,2,0.007782101167315175,1.0106624892617111e-05,4.730497767953496e-19,0.003262416447842426,169
P6-8,3,0.007782101167315175,2.4424343490491352e-05,1.865485003154411e-17,0.0032405593005787096,336
D7-4,2,0.006485084306095979,2.0213249785234222e-05,1.0849490716153649e-30,0.003224128020909923,218
P6-14,2,0.006485084306095979,2.0213249785234222e-05,1.0849490716153656e-30,0.0032241280209099215,22
E7-3,2,0.00907911802853437,3.3688749642057034e-05,9.923357606033445e-16,0.003109243531858057,48
P5-28,2,0.006485084306095979,6.0639749355702666e-05,3.875609689938012e-26,0.003061506227164208,118
P7-22,2,0.0025940337224383916,3.3688749642057035e-06,1.1521036953941365e-54,0.0029603639332717317,209
Yang,2,0.0025940337224383916,3.3688749642057035e-06,1.1521036953941365e-54,0.0029603639332717317,151
P7-19,2,0.0025940337224383916,3.3688749642057035e-06,1.1521036953941365e-54,0.0029603639332717317,282
P2-16,2,0.0025940337224383916,3.3688749642057035e-06,1.1521036953941365e-54,0.0029603639332717317,179
D4-5,2,0.007782101167315175,1.0106624892617111e-05,7.844968644253087e-20,0.0029550193105900738,119
D4-1,2,0.007782101167315175,1.0106624892617111e-05,7.844968644253087e-20,0.0029550193105900733,119
P9-23,2,0.0038910505836575876,6.737749928411407e-06,3.3763591139726656e-43,0.002949065762469033,33
Li,2,0.0038910505836575876,6.737749928411407e-06,3.376359113972666e-43,0.0029490657624690326,31
