Source,Target,Weight,Type
E7-5○,E7-3,1,Undirected
E7-5○,E7-6○,1,Undirected
LianhaoB3-3○,Yu,1,Undirected
P5-19,松原茂樹C2-4,1,Undirected
P5-19,P3-10,1,Undirected
P5-19,P6-23,1,Undirected
P5-19,P8-3,1,Undirected
P5-19,P11-2,1,Undirected
P5-19,P11-4,1,Undirected
P5-19,P11-12,1,Undirected
松原茂樹C2-4,P3-10,1,Undirected
松原茂樹C2-4,P6-23,1,Undirected
松原茂樹C2-4,P8-3,1,Undirected
松原茂樹C2-4,P11-2,1,Undirected
松原茂樹C2-4,P11-4,1,Undirected
松原茂樹C2-4,P11-12,1,Undirected
P11-12,P3-10,1,Undirected
P11-12,P6-23,1,Undirected
P11-12,P8-3,1,Undirected
P11-12,P11-2,1,Undirected
P11-12,P11-4,1,Undirected
ウノ宇野裕C11-1,P8-26,1,Undirected
新妻巧朗P2-8○,P3-25,1,Undirected
新妻巧朗P2-8○,P8-6,1,Undirected
武田浩一P6-1,P6-8,1,Undirected
武田浩一P6-1,P6-16,1,Undirected
武田浩一P6-1,P8-17,1,Undirected
武田浩一P6-1,P8-25,1,Undirected
P10-27,前田英作B9-1,1,Undirected
P10-27,B10-1,1,Undirected
進藤裕之A3-4,D4-1,1,Undirected
進藤裕之A3-4,D4-5,1,Undirected
進藤裕之A3-4,B6-2,1,Undirected
進藤裕之A3-4,P3-23,1,Undirected
徳永健伸E4-2,E4-4,1,Undirected
徳永健伸E4-2,D11-6,1,Undirected
Bui TuanB3-1○,Thanh,1,Undirected
佐々木稔P4-7,P8-7,1,Undirected
佐々木稔P4-7,P10-26,1,Undirected
佐々木稔P4-7,P11-9,1,Undirected
佐藤栄作P3-22○,P10-25,1,Undirected
本間宏利B8-1,P3-1,1,Undirected
P8-18,スド須藤克仁B3-6○,1,Undirected
P8-18,P4-18,2,Undirected
P8-18,P5-20,2,Undirected
P8-18,P8-14,2,Undirected
P8-18,P8-15,2,Undirected
P8-18,中村哲B3-6,1,Undirected
P8-18,P7-20,1,Undirected
Ganbat,NaranbuuveiP2-23○,1,Undirected
P8-17,笹野遼平P6-1,1,Undirected
P8-17,P6-8,2,Undirected
P8-17,P6-16,2,Undirected
P8-17,P8-25,2,Undirected
P8-17,平尾努E2-1,1,Undirected
P8-17,P6-11,1,Undirected
A11-4,Loem,1,Undirected
A11-4,MengsayA6-1,1,Undirected
A11-4,A6-4,1,Undirected
A11-4,A8-5,1,Undirected
ChenP7-6,Jinhui,1,Undirected
P3-26,連慎治B11-3○,1,Undirected
P4-22,コミ古宮嘉那子C10-3,1,Undirected
P4-22,P2-23,1,Undirected
P4-22,P4-7,1,Undirected
P4-22,P4-16,1,Undirected
P4-22,P6-4,1,Undirected
P2-23,浅田宗磨C10-3○,1,Undirected
P2-23,コミ古宮嘉那子C10-3,1,Undirected
P2-23,P4-7,1,Undirected
P2-23,P4-16,1,Undirected
P2-23,P6-4,1,Undirected
A11-4○,大井聖也A6-1,1,Undirected
A11-4○,A6-4,1,Undirected
A11-4○,A8-5,1,Undirected
P3-23,D4-1,1,Undirected
P3-23,D4-5,1,Undirected
P3-23,B6-2,1,Undirected
野村理朗P4-10,P11-21,1,Undirected
Guang JunA9-3,Wang,1,Undirected
松井陽子E1-4,P3-2,1,Undirected
RomainD10-3○,Harang,1,Undirected
C9-1,吉永直樹C1-3,1,Undirected
C9-1,B3-3,1,Undirected
C9-1,C7-1,1,Undirected
C9-1,D8-6,1,Undirected
C9-1,A10-3,1,Undirected
C9-1,P5-26,1,Undirected
Odle,EricD6-3○,1,Undirected
A10-5,シラ白井清昭A1-3,1,Undirected
A10-5,P2-13,1,Undirected
A10-5,P4-3,1,Undirected
A10-5,P5-14,1,Undirected
A10-5,P6-25,1,Undirected
栗林樹生E3-4,E10-1○,1,Undirected
栗林樹生E3-4,A11-6,1,Undirected
栗林樹生E3-4,P9-15,1,Undirected
栗林樹生E3-4,P9-21,1,Undirected
YunmengA7-2○,Li,1,Undirected
HourP2-20○,Kaing,1,Undirected
HourP2-20○,P6-3,1,Undirected
Wang,AnP3-4,1,Undirected
Wang,TianqiP4-28○,1,Undirected
Wang,XiaotianB2-2○,1,Undirected
Wang,P8-12,1,Undirected
Chu,ChenhuiB1-2,1,Undirected
Chu,P5-28,1,Undirected
Chu,P7-23,1,Undirected
D4-4,寺西裕紀A3-4,1,Undirected
D4-4,D4-1,1,Undirected
D4-4,D4-5,1,Undirected
川崎義史E6-2○,E6-4,1,Undirected
D3-1,ヤナ谷中瞳D2-2,1,Undirected
D3-1,B2-5,1,Undirected
D3-1,A5-3,1,Undirected
D3-1,C7-4○,1,Undirected
D3-1,C7-6,1,Undirected
D3-1,A8-6,1,Undirected
P3-9,佐藤理史D3-6,1,Undirected
P3-9,D11-1,1,Undirected
P3-9,P3-15,1,Undirected
Gashteovski,KirilP9-20,1,Undirected
P4-27,舟山弘晃A1-4,1,Undirected
P7-15,西村太一P7-9,1,Undirected
P7-15,P7-14,2,Undirected
P7-15,モリ森信介P7-9,1,Undirected
P7-15,P10-20,1,Undirected
A8-2,清丸寛一E2-4,1,Undirected
岩澤有祐B7-1,A8-6,1,Undirected
松岡大樹B2-5,E3-3○,1,Undirected
Tamura,AtsushiP4-28,1,Undirected
PaulP1-16,Reisert,1,Undirected
PaulP1-16,P3-12,1,Undirected
PaulP1-16,P3-27,1,Undirected
A4-5,川村晋太郎A2-6,1,Undirected
A4-5,D3-5,1,Undirected
A4-5,A11-5,1,Undirected
サガ相良かおるP1-4○,P10-2,1,Undirected
D4-1,D4-5,2,Undirected
D4-1,B6-2,1,Undirected
D4-1,寺西裕紀A3-4,1,Undirected
YuikaB5-4○,Sun,1,Undirected
ゴ 呉奇宇P1-26,P4-24,1,Undirected
Chandrasiri,Naiwala P.E2-6,1,Undirected
大井聖也A6-1,A6-4,1,Undirected
大井聖也A6-1,A8-5,1,Undirected
E7-6○,E6-1○,1,Undirected
E7-6○,E7-3,1,Undirected
Asada,MasakiP1-25,1,Undirected
A10-3,ネイ根石将人B3-3,1,Undirected
A10-3,吉永直樹C1-3,1,Undirected
A10-3,B3-3,1,Undirected
A10-3,C7-1,1,Undirected
A10-3,D8-6,1,Undirected
A10-3,P5-26,1,Undirected
寺西裕紀A3-4,D4-5,1,Undirected
A6-4,A8-5,4,Undirected
A6-4,ヒラ平井翔太A6-1,1,Undirected
A6-4,フジ藤井一喜A6-1,1,Undirected
A6-4,A8-5○,1,Undirected
A6-4,横田理央A6-1,1,Undirected
A6-4,Loem,1,Undirected
A6-4,MengsayA6-1,1,Undirected
B2-5,ヤナ谷中瞳D2-2,1,Undirected
B2-5,A5-3,1,Undirected
B2-5,C7-4○,1,Undirected
B2-5,C7-6,1,Undirected
B2-5,A8-6,1,Undirected
マエ前川在A9-2,P6-11○,1,Undirected
マエ前川在A9-2,P11-11○,1,Undirected
Li,KaifanA9-4○,1,Undirected
E2-2,石垣達也A1-1,1,Undirected
E2-2,P9-5,1,Undirected
E2-2,P9-6,1,Undirected
Wei,HoujingP3-13,1,Undirected
C7-4○,ヤナ谷中瞳D2-2,1,Undirected
C7-4○,A5-3,1,Undirected
C7-4○,C7-6,1,Undirected
C7-4○,A8-6,1,Undirected
柴田大作C11-1,P8-26,1,Undirected
D6-4,松崎拓也D2-3,1,Undirected
D6-4,E2-5,1,Undirected
D6-4,B4-1,1,Undirected
D6-4,A10-2,1,Undirected
D6-4,P2-19,1,Undirected
トダ戸田隆道P5-5,P6-24,1,Undirected
Shimomoto,Erica KidoP1-12○,1,Undirected
MarikoD1-5,Takahashi,1,Undirected
HaoyingD11-3○,Yang,1,Undirected
MuxuanP9-6○,Liu,1,Undirected
横田理央A6-1,A8-5,1,Undirected
E1-4,川西康友E1-1,1,Undirected
E1-4,B4-5,1,Undirected
イヤ彌冨仁P2-7,P8-5,1,Undirected
イヤ彌冨仁P2-7,P8-9,1,Undirected
Ishii,MasashiP10-8,1,Undirected
P3-10,P6-23,1,Undirected
P3-10,P8-3,1,Undirected
P3-10,P11-2,1,Undirected
P3-10,P11-4,1,Undirected
荒瀬由紀D11-4,P1-21,1,Undirected
P7-14○,ハネ羽路悠斗P7-9,1,Undirected
B9-2,東中竜一郎E7-2,1,Undirected
B9-2,E8-6,1,Undirected
B9-2,B9-4,1,Undirected
B9-2,B10-5,1,Undirected
B9-2,P5-15,1,Undirected
B9-2,P5-22,1,Undirected
D10-4,藤田篤A7-4,1,Undirected
D10-4,D8-2,1,Undirected
D10-4,D11-1,1,Undirected
D10-4,P3-15,1,Undirected
田口雄哉P2-8,P11-26,1,Undirected
P10-21,村田真樹A2-5,1,Undirected
P10-21,P10-1○,1,Undirected
P10-21,P11-1○,1,Undirected
B4-3,坂井優介B2-3,1,Undirected
B4-3,B4-2,1,Undirected
B4-3,C10-1○,1,Undirected
B4-3,林克彦B4-2,1,Undirected
B3-1,塚田元B2-1,1,Undirected
P11-2,P6-23,1,Undirected
P11-2,P8-3,1,Undirected
P11-2,P11-4,1,Undirected
Ding,ChenchenP2-20,1,Undirected
Ding,P6-3,1,Undirected
P5-14,シラ白井清昭A1-3,1,Undirected
P5-14,P2-13,1,Undirected
P5-14,P4-3,1,Undirected
P5-14,P6-25,1,Undirected
Tran,P6-14,1,Undirected
Tran,P9-18,1,Undirected
藤田篤A7-4,D8-2,1,Undirected
藤田篤A7-4,D11-1,1,Undirected
藤田篤A7-4,P3-15,1,Undirected
張信鵬P2-12,P2-16,1,Undirected
Sharma,MeghaP7-4○,1,Undirected
C10-1○,坂井優介B2-3,1,Undirected
C10-1○,B4-2,1,Undirected
P7-20,中村哲B3-6,1,Undirected
P7-20,P4-18,1,Undirected
P7-20,P5-20,1,Undirected
P7-20,P8-14,1,Undirected
P7-20,P8-15,1,Undirected
YoshitakaP3-25,Uchida,1,Undirected
C8-5,山木良輔B6-3○,1,Undirected
C8-5,E7-3,1,Undirected
スド須藤克仁B3-6○,P4-18,1,Undirected
スド須藤克仁B3-6○,P5-20,1,Undirected
スド須藤克仁B3-6○,P8-14,1,Undirected
スド須藤克仁B3-6○,P8-15,1,Undirected
大羽未悠E9-1,E10-5○,1,Undirected
西村太一P7-9,P7-14,1,Undirected
D3-5,川村晋太郎A2-6,1,Undirected
D3-5,A11-5,1,Undirected
P8-25,笹野遼平P6-1,1,Undirected
P8-25,P6-8,2,Undirected
P8-25,P6-16,2,Undirected
P9-5,石垣達也A1-1,1,Undirected
P9-5,P9-6,1,Undirected
P5-22,東中竜一郎E7-2,1,Undirected
P5-22,E8-6,1,Undirected
P5-22,B9-4,1,Undirected
P5-22,B10-5,1,Undirected
P5-22,P5-15,1,Undirected
P8-15,P4-18,2,Undirected
P8-15,P5-20,2,Undirected
P8-15,P8-14,2,Undirected
P8-15,中村哲B3-6,1,Undirected
A5-3,ヤナ谷中瞳D2-2,1,Undirected
A5-3,C7-6,1,Undirected
A5-3,A8-6,1,Undirected
P11-7,出口祥之B2-3○,1,Undirected
Nakazawa,ToshiakiA8-4,1,Undirected
P9-12○,イシ石井愛P3-18○,1,Undirected
P2-13,シラ白井清昭A1-3,1,Undirected
P2-13,P4-3,1,Undirected
P2-13,P6-25,1,Undirected
P10-2,西嶋佑太郎P1-4,1,Undirected
P10-2,Tzu-HsuanP1-4,1,Undirected
P8-8,勝又智A8-2,1,Undirected
P11-4,P6-23,1,Undirected
P11-4,P8-3,1,Undirected
P3-25,P8-6,1,Undirected
P7-14,亀甲博貴P7-9,1,Undirected
P7-14,P10-20,2,Undirected
P7-14,モリ森信介P7-9,1,Undirected
モリ森信介P7-9,P10-20,1,Undirected
P11-9,P8-7,1,Undirected
P11-9,P10-26,1,Undirected
IvanB8-6,Titov,1,Undirected
オカ岡照晃P1-10,P7-22,1,Undirected
ZizhengP1-9○,Zhang,1,Undirected
P9-18○,綿岡晃輝B8-5,1,Undirected
P9-18○,P6-14,1,Undirected
P8-12,XiaotianB2-2○,1,Undirected
ソメ染谷大河D7-5,E10-2,1,Undirected
ソメ染谷大河D7-5,E10-4,1,Undirected
P9-15,E10-1○,1,Undirected
P9-15,A11-6,1,Undirected
P9-15,P9-21,1,Undirected
D7-4,P5-25,1,Undirected
D7-4,横井祥E3-4,1,Undirected
D7-4,E6-1,1,Undirected
D7-4,A10-4,1,Undirected
P9-12,鈴木久美A6-3,1,Undirected
P9-12,P3-18,1,Undirected
P6-11○,P11-11○,1,Undirected
B9-4,東中竜一郎E7-2,1,Undirected
B9-4,E8-6,1,Undirected
B9-4,B10-5,1,Undirected
B9-4,P5-15,1,Undirected
D8-2,D11-1,1,Undirected
D8-2,P3-15,1,Undirected
P9-23,エノ榎本昌文P9-20○,1,Undirected
P9-23,P9-20,1,Undirected
A8-5○,フジ藤井一喜A6-1,1,Undirected
ChenchenP2-20,P6-3,1,Undirected
P11-1○,村田真樹A2-5,1,Undirected
P11-1○,P10-1○,1,Undirected
Heinzerling,BenjaminP10-3,1,Undirected
P2-21,山崎由佳E1-2○,1,Undirected
フカ深澤祐援P2-11○,P3-8,1,Undirected
オキ沖村樹B7-1○,A8-6,1,Undirected
C8-1,クラ倉嶋将矢C7-3○,1,Undirected
B3-3,吉永直樹C1-3,1,Undirected
B3-3,C7-1,1,Undirected
B3-3,D8-6,1,Undirected
B3-3,P5-26,1,Undirected
C7-6,ヤナ谷中瞳D2-2,1,Undirected
C7-6,A8-6,1,Undirected
P9-6,石垣達也A1-1,1,Undirected
B10-1○,鈴木順大B9-1,1,Undirected
MengsayA6-1,Loem,1,Undirected
MengsayA6-1,A8-5,1,Undirected
C4-2,酒井浩之C4-1,1,Undirected
A11-6,E10-1○,1,Undirected
A11-6,P9-21,1,Undirected
トヨ豊田正史C7-1,P5-26,1,Undirected
P6-23,P8-3,1,Undirected
E8-6,東中竜一郎E7-2,1,Undirected
E8-6,B10-5,1,Undirected
E8-6,P5-15,1,Undirected
P9-18,P6-14,1,Undirected
ヤナ谷中瞳D2-2,A8-6,1,Undirected
P5-15,東中竜一郎E7-2,1,Undirected
P5-15,B10-5,1,Undirected
P4-7,コミ古宮嘉那子C10-3,1,Undirected
P4-7,P4-16,1,Undirected
P4-7,P6-4,1,Undirected
エバ江原広人E8-1○,E8-2,1,Undirected
P5-28,ChenhuiB1-2,1,Undirected
P5-28,P7-23,1,Undirected
P5-28,Huang,1,Undirected
P5-28,Yin JouB8-2,1,Undirected
P3-15,佐藤理史D3-6,1,Undirected
P3-15,D11-1,2,Undirected
P3-15,宮田玲D11-1,1,Undirected
P3-15,山口大地D11-1○,1,Undirected
吉田奈央P3-2,P3-28○,1,Undirected
川村晋太郎A2-6,A11-5,1,Undirected
E10-2,E10-4,1,Undirected
P3-27,Reisert,1,Undirected
P3-27,P3-12,1,Undirected
中村友昭E8-1,E8-2,1,Undirected
Hsieh,Shu-KaiP8-20,1,Undirected
Yuchang,ChengD3-2,1,Undirected
P6-3,松本忠博C10-2,1,Undirected
P6-3,Kaing,1,Undirected
Yin JouB8-2,Huang,1,Undirected
P6-14,綿岡晃輝B8-5,1,Undirected
P10-9○,佐藤美唯P9-16,1,Undirected
B6-2,D4-5,1,Undirected
宿里晃太郎B9-1○,B10-1,1,Undirected
P8-26,北出祐C11-1,1,Undirected
Po-HsuanE5-2,Huang,1,Undirected
坂井優介B2-3,B4-2,1,Undirected
イト伊藤彰則P2-10,P7-19,1,Undirected
E6-1○,E7-3,1,Undirected
B6-3,持橋大地D3-3,1,Undirected
B6-3,D5-1,1,Undirected
B6-3,A5-5,1,Undirected
B6-3,E9-2,1,Undirected
B6-3,P4-9,1,Undirected
P7-19,ノセ能勢隆P2-10,1,Undirected
D11-1,佐藤理史D3-6,1,Undirected
横井祥E3-4,E6-1,1,Undirected
横井祥E3-4,A10-4,1,Undirected
QinE11-2○,Xu,1,Undirected
C8-1○,鍛原大成C7-3,1,Undirected
P3-12,Reisert,1,Undirected
Chen,ChenP7-12,1,Undirected
村田真樹A2-5,P10-1○,1,Undirected
ZhishenP7-13○,Yang,1,Undirected
ヒウ日浦隆博P3-2,P10-22○,1,Undirected
前田ありさE3-6,P1-19,1,Undirected
A5-5,持橋大地D3-3,1,Undirected
A5-5,D5-1,1,Undirected
A5-5,E9-2,1,Undirected
A5-5,P4-9,1,Undirected
P2-19,松崎拓也D2-3,1,Undirected
P2-19,E2-5,1,Undirected
P2-19,B4-1,1,Undirected
P2-19,A10-2,1,Undirected
川西康友E1-1,B4-5,1,Undirected
P7-23,FeiE2-4,1,Undirected
P7-23,B8-2,1,Undirected
P7-23,ChenhuiB1-2,1,Undirected
Lepage,YvesA7-1,1,Undirected
Wiem BenP9-20,Rim,1,Undirected
JustinD10-5○,Vasselli,1,Undirected
P6-25,シラ白井清昭A1-3,1,Undirected
P6-25,P4-3,1,Undirected
E7-3,山木良輔B6-3○,1,Undirected
E10-1○,P9-21,1,Undirected
吉永直樹C1-3,C7-1,1,Undirected
吉永直樹C1-3,D8-6,1,Undirected
吉永直樹C1-3,P5-26,1,Undirected
コミ古宮嘉那子C10-3,P4-16,1,Undirected
コミ古宮嘉那子C10-3,P6-4,1,Undirected
P6-11,平尾努E2-1,1,Undirected
松崎拓也D2-3,E2-5,1,Undirected
松崎拓也D2-3,B4-1,1,Undirected
松崎拓也D2-3,A10-2,1,Undirected
ミネ峯島宏次E3-5,A4-2,1,Undirected
ミネ峯島宏次E3-5,E9-3,1,Undirected
B4-1,E2-5,1,Undirected
B4-1,A10-2,1,Undirected
原田宥都E3-6○,D7-2○,1,Undirected
原田宥都E3-6○,D7-3,1,Undirected
原田宥都E3-6○,P1-19,1,Undirected
藤倉将平P2-25,P5-27,1,Undirected
山田剛一P4-5,P10-18,1,Undirected
E9-3,A4-2,1,Undirected
A10-4,E6-1,1,Undirected
Dat P.T.P6-22,Nguyen,1,Undirected
キタ北岡教英P2-4,P2-22,1,Undirected
キタ北岡教英P2-4,P5-18,1,Undirected
FeiE2-4,B8-2,1,Undirected
P8-9,P8-5,1,Undirected
P8-9,中川翼P8-5,1,Undirected
P7-22,平澤寅庄P7-13,1,Undirected
E2-5,A10-2,1,Undirected
笹野遼平P6-1,P6-8,1,Undirected
笹野遼平P6-1,P6-16,1,Undirected
Yamada,MasaruA8-4,1,Undirected
P10-20,亀甲博貴P7-9,1,Undirected
B10-5,東中竜一郎E7-2,1,Undirected
Loem,A8-5,1,Undirected
B10-1,前田英作B9-1,1,Undirected
Kitsunai,MicahP8-20○,1,Undirected
P6-16,P6-8,2,Undirected
P5-20,P4-18,2,Undirected
P5-20,P8-14,2,Undirected
P5-20,中村哲B3-6,1,Undirected
Brassard,AnaC3-2,1,Undirected
E9-2,持橋大地D3-3,1,Undirected
E9-2,D5-1,1,Undirected
E9-2,P4-9,1,Undirected
辻村有輝C11-2○,P10-11,1,Undirected
イナ稲田和明P2-12,P2-16,1,Undirected
P8-14,P4-18,2,Undirected
P8-14,中村哲B3-6,1,Undirected
持橋大地D3-3,D5-1,1,Undirected
持橋大地D3-3,P4-9,1,Undirected
P4-3,シラ白井清昭A1-3,1,Undirected
P3-18,鈴木久美A6-3,1,Undirected
タニ谷口彰E8-1,E8-2,1,Undirected
P1-19,D7-2○,1,Undirected
P1-19,D7-3,1,Undirected
P1-19,森田早織E3-6,1,Undirected
P10-26,P8-7,1,Undirected
P5-18,P2-22,1,Undirected
中村哲B3-6,P4-18,1,Undirected
ツカ塚越駿P6-1○,P6-8,1,Undirected
D7-3,D7-2○,1,Undirected
Kinkyo,TakujiP7-6,1,Undirected
D11-6,E4-4,1,Undirected
JiannanP2-20,Mao,1,Undirected
P3-28,丸山岳彦P1-1,1,Undirected
P5-26,C7-1,1,Undirected
P5-26,D8-6,1,Undirected
Lawrence,CarolinP9-20,1,Undirected
C7-1,D8-6,1,Undirected
P4-16,P6-4,1,Undirected
水本智也A3-2,B9-5,1,Undirected
水本智也A3-2,P5-11,1,Undirected
B9-5,P5-11,1,Undirected
P4-9,D5-1,1,Undirected
ヒラ平井翔太A6-1,A8-5,1,Undirected
